group1,group2,meandiff,p-adj,lower,upper,reject
ESCUELA PREPARATORIA # 2,FAC. DE CIENCIAS QUIMICAS,1782.3116,0.0,1212.8789,2351.7443,True
ESCUELA PREPARATORIA # 2,FAC. DE CONTADURIA PUBLICA Y ADMON.,136.2929,1.0,-415.029,687.6148,False
ESCUELA PREPARATORIA # 2,FAC. DE ECONOMIA,3611.8137,0.0,2739.2487,4484.3787,True
ESCUELA PREPARATORIA # 2,FAC. DE ENFERMERIA,1156.2315,0.0,430.4136,1882.0495,True
ESCUELA PREPARATORIA # 2,FAC. DE FILOSOFIA Y LETRAS,232.6941,1.0,-367.5231,832.9113,False
ESCUELA PREPARATORIA # 2,FAC. DE ING. CIVIL,536.0282,0.5164,-112.4535,1184.51,False
ESCUELA PREPARATORIA # 2,FAC. DE ING. MECANICA Y ELECTRICA,5864.1513,0.0,5345.4084,6382.8941,True
ESCUELA PREPARATORIA # 2,FAC. DE MED. VETERINARIA Y ZOOT.,859.277,0.0023,114.0031,1604.551,True
ESCUELA PREPARATORIA # 2,FAC. DE MEDICINA,3714.9584,0.0,3195.2419,4234.6749,True
ESCUELA PREPARATORIA # 2,FAC. DE MUSICA,-1582.7493,0.0,-2387.1043,-778.3943,True
ESCUELA PREPARATORIA # 2,FAC. DE ODONTOLOGIA,2138.838,0.0,1481.464,2796.2121,True
ESCUELA PREPARATORIA # 2,FAC. DE ORGANIZACION DEPORTIVA,-24.1413,1.0,-683.6844,635.4017,False
ESCUELA PREPARATORIA # 2,FAC. DE PSICOLOGIA,110.8178,1.0,-530.6979,752.3334,False
ESCUELA PREPARATORIA # 2,FACULTAD DE CIENCIAS POLÍTICAS Y RELACIONES INTERNACIONALES,1228.9032,0.0,580.2551,1877.5513,True
ESCUELA PREPARATORIA # 2,FACULTAD DE DERECHO Y CRIMINOLOGIA,-534.8729,0.1426,-1106.7832,37.0373,False
ESCUELA PREPARATORIA # 2,FACULTAD DE SALUD PUBLICA Y NUTRICION,-827.8782,0.0007,-1514.7587,-140.9977,True
ESCUELA PREPARATORIA # 2,FACULTAD DE TRABAJO SOCIAL Y DESARROLLO HUMANO,1958.4347,0.0,1218.1459,2698.7234,True
ESCUELA PREPARATORIA # 2,GIMNASIO DE AREA MEDICA,-4277.2936,0.0,-5694.5416,-2860.0456,True
ESCUELA PREPARATORIA # 2,HOSPITAL UNIVERSITARIO,-4984.1913,0.0,-5471.8285,-4496.5542,True
ESCUELA PREPARATORIA # 2,IMAGEN INSTITUCIONAL,-1470.5015,0.87,-3463.0677,522.0647,False
ESCUELA PREPARATORIA # 2,IMPRENTA UNIVERSITARIA,-5381.1045,0.0,-6922.7421,-3839.4668,True
ESCUELA PREPARATORIA # 2,INST. DE INVESTIGACIONES SOCIALES,6250.1843,0.0,5036.6979,7463.6707,True
ESCUELA PREPARATORIA # 2,JUNTA DE GOBIERNO,-5183.4484,0.0,-8616.1189,-1750.7779,True
ESCUELA PREPARATORIA # 2,LIBRERIA UNIVERSITARIA,-4581.5278,0.0,-5515.8268,-3647.2289,True
ESCUELA PREPARATORIA # 2,OFICINA DE LA ABOGACÍA GENERAL,1770.8464,0.0,721.0789,2820.6138,True
ESCUELA PREPARATORIA # 2,ORQUESTA SINFONICA,-2738.2505,0.0,-3649.6832,-1826.8178,True
ESCUELA PREPARATORIA # 2,POLIDEPORTIVO TIGRES ESCOBEDO,-2587.8198,0.0,-4118.586,-1057.0537,True
ESCUELA PREPARATORIA # 2,POLIDEPORTIVO TIGRES ´ESCOBEDO´,-978.3181,1.0,-3055.8535,1099.2173,False
ESCUELA PREPARATORIA # 2,RECTORIA,11438.5074,0.0,10011.5434,12865.4713,True
ESCUELA PREPARATORIA # 2,SECRETARIA ACADEMICA,-1752.4746,0.0,-2700.4472,-804.502,True
ESCUELA PREPARATORIA # 2,SECRETARIA DE DESARROLLO AGROPECUARIO,3456.9618,0.0,1051.3044,5862.6193,True
ESCUELA PREPARATORIA # 2,SECRETARIA DE EXT.Y CULTURA,-1910.7869,0.0,-2877.6182,-943.9556,True
ESCUELA PREPARATORIA # 2,SECRETARIA DE RELACIONES INTERNACIONALES,225.8815,1.0,-1943.83,2395.593,False
ESCUELA PREPARATORIA # 2,SECRETARIA DE SUSTENTABILIDAD,7201.7328,0.0,5851.8085,8551.657,True
ESCUELA PREPARATORIA # 2,SECRETARIA GENERAL,3028.7169,0.0,1880.2962,4177.1377,True
ESCUELA PREPARATORIA # 2,SECRETARÍA DE IGUALDAD E INCLUSIÓN,-1835.1716,1.0,-10119.1781,6448.8348,False
ESCUELA PREPARATORIA # 2,SECRETARÍA DE INNOVACIÓN Y DESARROLLO DIGITAL,3184.4564,0.0,1045.1168,5323.796,True
ESCUELA PREPARATORIA # 2,SRIA. DE INVESTIGACIÓN CIENTÍFICA Y DESARROLLO TECNOLÓGICO,3023.2584,0.0,794.5996,5251.9173,True
ESCUELA PREPARATORIA # 2,TEATRO UNIVERSITARIO,-3742.2977,0.0,-5050.1953,-2434.4001,True
ESCUELA PREPARATORIA # 2,TESORERIA GENERAL,1608.9189,0.0,716.594,2501.2438,True
ESCUELA PREPARATORIA # 2,UNIDAD DE TRANSPARENCIA,1319.8764,0.9999,-959.809,3599.5618,False
ESCUELA PREPARATORIA # 2,WORLD TRADE CENTER MONTEREY-UANL,1095.5657,1.0,-3249.2555,5440.3868,False
ESCUELA PREPARATORIA # 2,´CAPILLA ALFONSINA´ BIBLIOTECA UNIVERSITARIA,-920.9041,1.0,-2562.4329,720.6248,False
ESCUELA PREPARATORIA # 3,ESCUELA PREPARATORIA # 4,-917.5437,0.0035,-1726.518,-108.5693,True
ESCUELA PREPARATORIA # 3,ESCUELA PREPARATORIA # 5,908.9169,0.8132,-293.2903,2111.124,False
ESCUELA PREPARATORIA # 3,ESCUELA PREPARATORIA # 6,-421.3847,1.0,-1499.0723,656.303,False
ESCUELA PREPARATORIA # 3,ESCUELA PREPARATORIA # 7,0.9397,1.0,-588.0517,589.931,False
ESCUELA PREPARATORIA # 3,ESCUELA PREPARATORIA # 8,1401.61,0.0,709.4599,2093.7601,True
ESCUELA PREPARATORIA # 3,ESCUELA PREPARATORIA # 9,2140.4927,0.0,1505.5295,2775.4559,True
ESCUELA PREPARATORIA # 3,ESCUELA PREPARATORIA #10,-615.9158,1.0,-1935.005,703.1735,False
ESCUELA PREPARATORIA # 3,ESCUELA PREPARATORIA #11,-2475.7365,0.0,-3895.4413,-1056.0318,True
ESCUELA PREPARATORIA # 3,ESCUELA PREPARATORIA #12,285.8915,1.0,-637.6921,1209.4752,False
ESCUELA PREPARATORIA # 3,ESCUELA PREPARATORIA #13,442.2097,1.0,-599.6285,1484.0479,False
ESCUELA PREPARATORIA # 3,ESCUELA PREPARATORIA #14,1148.0909,0.2538,-137.3942,2433.576,False
ESCUELA PREPARATORIA # 3,ESCUELA PREPARATORIA #15,4283.3748,0.0,3657.2584,4909.4912,True
ESCUELA PREPARATORIA # 3,ESCUELA PREPARATORIA #16,466.6662,0.9888,-241.9904,1175.3228,False
ESCUELA PREPARATORIA # 3,ESCUELA PREPARATORIA #17,2690.9243,0.0,1684.7301,3697.1184,True
ESCUELA PREPARATORIA # 3,ESCUELA PREPARATORIA #18,1741.6679,0.0,790.2981,2693.0377,True
ESCUELA PREPARATORIA # 3,ESCUELA PREPARATORIA #19,-205.884,1.0,-1188.1821,776.4141,False
ESCUELA PREPARATORIA # 3,ESCUELA PREPARATORIA #20,2185.7148,0.0,1235.5029,3135.9267,True
ESCUELA PREPARATORIA # 3,ESCUELA PREPARATORIA #21,55.065,1.0,-1171.3103,1281.4404,False
ESCUELA PREPARATORIA # 3,ESCUELA PREPARATORIA #22,891.4908,0.0,287.8521,1495.1296,True
ESCUELA PREPARATORIA # 3,ESCUELA PREPARATORIA #23,2600.5085,0.0,1833.0788,3367.9382,True
ESCUELA PREPARATORIA # 3,ESCUELA PREPARATORIA #24,1166.7171,0.7563,-345.6955,2679.1297,False
ESCUELA PREPARATORIA # 3,ESCUELA PREPARATORIA #25,1720.7857,0.0,989.7686,2451.8029,True
ESCUELA PREPARATORIA # 3,ESCUELA Y PREPARATORIA TECNICA MEDICA,38.7647,1.0,-585.5618,663.0913,False
ESCUELA PREPARATORIA # 3,FAC. DE AGRONOMIA,3343.5129,0.0,2653.4329,4033.5929,True
ESCUELA PREPARATORIA # 3,FAC. DE ARQUITECTURA,165.0735,1.0,-365.8685,696.0156,False
ESCUELA PREPARATORIA # 3,FAC. DE ARTES ESCENICAS,-314.2535,1.0,-1246.6799,618.1728,False
ESCUELA PREPARATORIA # 3,FAC. DE ARTES VISUALES,-228.9007,1.0,-946.1062,488.3048,False
ESCUELA PREPARATORIA # 3,FAC. DE CIENCIAS BIOLOGICAS,4764.1763,0.0,4226.3809,5301.9718,True
ESCUELA PREPARATORIA # 3,FAC. DE CIENCIAS DE LA COMUNICACION,1666.5178,0.0,1033.8038,2299.2318,True
ESCUELA PREPARATORIA # 3,FAC. DE CIENCIAS DE LA TIERRA,6658.6013,0.0,5797.7092,7519.4934,True
ESCUELA PREPARATORIA # 3,FAC. DE CIENCIAS FISICO-MATEMATICAS,3778.3614,0.0,3202.1926,4354.5302,True
ESCUELA PREPARATORIA # 3,FAC. DE CIENCIAS FORESTALES,3191.445,0.0,2433.1184,3949.7715,True
ESCUELA PREPARATORIA # 3,FAC. DE CIENCIAS QUIMICAS,2787.2027,0.0,2251.0956,3323.3098,True
ESCUELA PREPARATORIA # 3,FAC. DE CONTADURIA PUBLICA Y ADMON.,1141.184,0.0,624.3543,1658.0138,True
ESCUELA PREPARATORIA # 3,FAC. DE ECONOMIA,4616.7048,0.0,3765.5134,5467.8963,True
ESCUELA PREPARATORIA # 3,FAC. DE ENFERMERIA,2161.1226,0.0,1461.1449,2861.1004,True
ESCUELA PREPARATORIA # 3,FAC. DE FILOSOFIA Y LETRAS,1237.5852,0.0,668.8868,1806.2836,True
ESCUELA PREPARATORIA # 3,FAC. DE ING. CIVIL,1540.9194,0.0,921.4956,2160.3431,True
ESCUELA PREPARATORIA # 3,FAC. DE ING. MECANICA Y ELECTRICA,6869.0424,0.0,6387.1177,7350.967,True
ESCUELA PREPARATORIA # 3,FAC. DE MED. VETERINARIA Y ZOOT.,1864.1682,0.0,1144.0359,2584.3004,True
ESCUELA PREPARATORIA # 3,FAC. DE MEDICINA,4719.8495,0.0,4236.877,5202.822,True
ESCUELA PREPARATORIA # 3,FAC. DE MUSICA,-577.8582,0.8649,-1358.9754,203.2591,False
ESCUELA PREPARATORIA # 3,FAC. DE ODONTOLOGIA,3143.7291,0.0,2515.002,3772.4563,True
ESCUELA PREPARATORIA # 3,FAC. DE ORGANIZACION DEPORTIVA,980.7498,0.0,349.7552,1611.7444,True
ESCUELA PREPARATORIA # 3,FAC. DE PSICOLOGIA,1115.7089,0.0,503.5818,1727.8359,True
ESCUELA PREPARATORIA # 3,FACULTAD DE CIENCIAS POLÍTICAS Y RELACIONES INTERNACIONALES,2233.7943,0.0,1614.1964,2853.3922,True
ESCUELA PREPARATORIA # 3,FACULTAD DE DERECHO Y CRIMINOLOGIA,470.0182,0.3254,-68.7197,1008.756,False
ESCUELA PREPARATORIA # 3,FACULTAD DE SALUD PUBLICA Y NUTRICION,177.0129,1.0,-482.5035,836.5294,False
ESCUELA PREPARATORIA # 3,FACULTAD DE TRABAJO SOCIAL Y DESARROLLO HUMANO,2963.3258,0.0,2248.354,3678.2975,True
ESCUELA PREPARATORIA # 3,GIMNASIO DE AREA MEDICA,-3272.4025,0.0,-4676.5923,-1868.2126,True
ESCUELA PREPARATORIA # 3,HOSPITAL UNIVERSITARIO,-3979.3002,0.0,-4427.5715,-3531.0289,True
ESCUELA PREPARATORIA # 3,IMAGEN INSTITUCIONAL,-465.6103,1.0,-2448.9099,1517.6892,False
ESCUELA PREPARATORIA # 3,IMPRENTA UNIVERSITARIA,-4376.2133,0.0,-5905.8551,-2846.5716,True
ESCUELA PREPARATORIA # 3,INST. DE INVESTIGACIONES SOCIALES,7255.0754,0.0,6056.8657,8453.285,True
ESCUELA PREPARATORIA # 3,JUNTA DE GOBIERNO,-4178.5573,0.0005,-7605.8571,-751.2575,True
ESCUELA PREPARATORIA # 3,LIBRERIA UNIVERSITARIA,-3576.6367,0.0,-4491.0063,-2662.2672,True
ESCUELA PREPARATORIA # 3,OFICINA DE LA ABOGACÍA GENERAL,2775.7375,0.0,1743.6673,3807.8077,True
ESCUELA PREPARATORIA # 3,ORQUESTA SINFONICA,-1733.3594,0.0,-2624.3514,-842.3673,True
ESCUELA PREPARATORIA # 3,POLIDEPORTIVO TIGRES ESCOBEDO,-1582.9287,0.023,-3101.6131,-64.2443,True
ESCUELA PREPARATORIA # 3,POLIDEPORTIVO TIGRES ´ESCOBEDO´,26.573,1.0,-2042.0764,2095.2224,False
ESCUELA PREPARATORIA # 3,RECTORIA,12443.3985,0.0,11029.403,13857.394,True
ESCUELA PREPARATORIA # 3,SECRETARIA ACADEMICA,-747.5835,0.6122,-1675.9203,180.7533,False
ESCUELA PREPARATORIA # 3,SECRETARIA DE DESARROLLO AGROPECUARIO,4461.8529,0.0,2063.8652,6859.8406,True
ESCUELA PREPARATORIA # 3,SECRETARIA DE EXT.Y CULTURA,-905.8958,0.104,-1853.4822,41.6906,False
ESCUELA PREPARATORIA # 3,SECRETARIA DE RELACIONES INTERNACIONALES,1230.7726,0.9999,-930.432,3391.9772,False
ESCUELA PREPARATORIA # 3,SECRETARIA DE SUSTENTABILIDAD,8206.6239,0.0,6870.4156,9542.8322,True
ESCUELA PREPARATORIA # 3,SECRETARIA GENERAL,4033.6081,0.0,2901.3416,5165.8745,True
ESCUELA PREPARATORIA # 3,SECRETARÍA DE IGUALDAD E INCLUSIÓN,-830.2805,1.0,-9112.0629,7451.5019,False
ESCUELA PREPARATORIA # 3,SECRETARÍA DE INNOVACIÓN Y DESARROLLO DIGITAL,4189.3475,0.0,2058.6361,6320.0589,True
ESCUELA PREPARATORIA # 3,SRIA. DE INVESTIGACIÓN CIENTÍFICA Y DESARROLLO TECNOLÓGICO,4028.1496,0.0,1807.7718,6248.5274,True
ESCUELA PREPARATORIA # 3,TEATRO UNIVERSITARIO,-2737.4066,0.0,-4031.1427,-1443.6704,True
ESCUELA PREPARATORIA # 3,TESORERIA GENERAL,2613.81,0.0,1742.3739,3485.2461,True
ESCUELA PREPARATORIA # 3,UNIDAD DE TRANSPARENCIA,2324.7675,0.0328,53.1771,4596.3579,True
ESCUELA PREPARATORIA # 3,WORLD TRADE CENTER MONTEREY-UANL,2100.4568,1.0,-2240.1225,6441.036,False
ESCUELA PREPARATORIA # 3,´CAPILLA ALFONSINA´ BIBLIOTECA UNIVERSITARIA,83.9871,1.0,-1546.281,1714.2552,False
ESCUELA PREPARATORIA # 4,ESCUELA PREPARATORIA # 5,1826.4605,0.0,511.5635,3141.3576,True
ESCUELA PREPARATORIA # 4,ESCUELA PREPARATORIA # 6,496.159,1.0,-705.9487,1698.2667,False
ESCUELA PREPARATORIA # 4,ESCUELA PREPARATORIA # 7,918.4834,0.0021,124.4033,1712.5634,True
ESCUELA PREPARATORIA # 4,ESCUELA PREPARATORIA # 8,2319.1537,0.0,1445.8129,3192.4944,True
ESCUELA PREPARATORIA # 4,ESCUELA PREPARATORIA # 9,3058.0363,0.0,2229.2839,3886.7887,True
ESCUELA PREPARATORIA # 4,ESCUELA PREPARATORIA #10,301.6279,1.0,-1120.9222,1724.178,False
ESCUELA PREPARATORIA # 4,ESCUELA PREPARATORIA #11,-1558.1928,0.0304,-3074.5087,-41.877,True
ESCUELA PREPARATORIA # 4,ESCUELA PREPARATORIA #12,1203.4352,0.0039,137.2931,2269.5773,True
ESCUELA PREPARATORIA # 4,ESCUELA PREPARATORIA #13,1359.7534,0.0018,189.6768,2529.8299,True
ESCUELA PREPARATORIA # 4,ESCUELA PREPARATORIA #14,2065.6345,0.0,674.1877,3457.0813,True
ESCUELA PREPARATORIA # 4,ESCUELA PREPARATORIA #15,5200.9185,0.0,4378.9245,6022.9124,True
ESCUELA PREPARATORIA # 4,ESCUELA PREPARATORIA #16,1384.2099,0.0,497.7301,2270.6897,True
ESCUELA PREPARATORIA # 4,ESCUELA PREPARATORIA #17,3608.4679,0.0,2470.0133,4746.9226,True
ESCUELA PREPARATORIA # 4,ESCUELA PREPARATORIA #18,2659.2116,0.0,1568.9103,3749.5128,True
ESCUELA PREPARATORIA # 4,ESCUELA PREPARATORIA #19,711.6597,0.9957,-405.731,1829.0503,False
ESCUELA PREPARATORIA # 4,ESCUELA PREPARATORIA #20,3103.2585,0.0,2013.9675,4192.5495,True
ESCUELA PREPARATORIA # 4,ESCUELA PREPARATORIA #21,972.6087,0.8978,-364.4211,2309.6385,False
ESCUELA PREPARATORIA # 4,ESCUELA PREPARATORIA #22,1809.0345,0.0,1004.0301,2614.0388,True
ESCUELA PREPARATORIA # 4,ESCUELA PREPARATORIA #23,3518.0522,0.0,2583.9212,4452.1831,True
ESCUELA PREPARATORIA # 4,ESCUELA PREPARATORIA #24,2084.2608,0.0001,480.8132,3687.7084,True
ESCUELA PREPARATORIA # 4,ESCUELA PREPARATORIA #25,2638.3294,0.0,1733.8747,3542.7842,True
ESCUELA PREPARATORIA # 4,ESCUELA Y PREPARATORIA TECNICA MEDICA,956.3084,0.0017,135.677,1776.9398,True
ESCUELA PREPARATORIA # 4,FAC. DE AGRONOMIA,4261.0566,0.0,3389.3556,5132.7576,True
ESCUELA PREPARATORIA # 4,FAC. DE ARQUITECTURA,1082.6172,0.0,330.5855,1834.6489,True
ESCUELA PREPARATORIA # 4,FAC. DE ARTES ESCENICAS,603.2901,1.0,-470.5214,1677.1016,False
ESCUELA PREPARATORIA # 4,FAC. DE ARTES VISUALES,688.643,0.7584,-204.6856,1581.9716,False
ESCUELA PREPARATORIA # 4,FAC. DE CIENCIAS BIOLOGICAS,5681.72,0.0,4924.8342,6438.6059,True
ESCUELA PREPARATORIA # 4,FAC. DE CIENCIAS DE LA COMUNICACION,2584.0615,0.0,1757.0311,3411.0918,True
ESCUELA PREPARATORIA # 4,FAC. DE CIENCIAS DE LA TIERRA,7576.1449,0.0,6563.8271,8588.4628,True
ESCUELA PREPARATORIA # 4,FAC. DE CIENCIAS FISICO-MATEMATICAS,4695.9051,0.0,3911.2888,5480.5214,True
ESCUELA PREPARATORIA # 4,FAC. DE CIENCIAS FORESTALES,4108.9886,0.0,3182.3218,5035.6554,True
ESCUELA PREPARATORIA # 4,FAC. DE CIENCIAS QUIMICAS,3704.7464,0.0,2949.0592,4460.4335,True
ESCUELA PREPARATORIA # 4,FAC. DE CONTADURIA PUBLICA Y ADMON.,2058.7277,0.0,1316.5921,2800.8633,True
ESCUELA PREPARATORIA # 4,FAC. DE ECONOMIA,5534.2485,0.0,4530.1673,6538.3297,True
ESCUELA PREPARATORIA # 4,FAC. DE ENFERMERIA,3078.6663,0.0,2199.109,3958.2237,True
ESCUELA PREPARATORIA # 4,FAC. DE FILOSOFIA Y LETRAS,2155.1289,0.0,1375.9818,2934.276,True
ESCUELA PREPARATORIA # 4,FAC. DE ING. CIVIL,2458.463,0.0,1641.5554,3275.3706,True
ESCUELA PREPARATORIA # 4,FAC. DE ING. MECANICA Y ELECTRICA,7786.586,0.0,7068.3217,8504.8504,True
ESCUELA PREPARATORIA # 4,FAC. DE MED. VETERINARIA Y ZOOT.,2781.7118,0.0,1886.0318,3677.3918,True
ESCUELA PREPARATORIA # 4,FAC. DE MEDICINA,5637.3932,0.0,4918.4254,6356.361,True
ESCUELA PREPARATORIA # 4,FAC. DE MUSICA,339.6855,1.0,-605.7225,1285.0936,False
ESCUELA PREPARATORIA # 4,FAC. DE ODONTOLOGIA,4061.2728,0.0,3237.2885,4885.2571,True
ESCUELA PREPARATORIA # 4,FAC. DE ORGANIZACION DEPORTIVA,1898.2935,0.0,1072.5777,2724.0092,True
ESCUELA PREPARATORIA # 4,FAC. DE PSICOLOGIA,2033.2526,0.0,1221.8638,2844.6413,True
ESCUELA PREPARATORIA # 4,FACULTAD DE CIENCIAS POLÍTICAS Y RELACIONES INTERNACIONALES,3151.338,0.0,2334.2983,3968.3777,True
ESCUELA PREPARATORIA # 4,FACULTAD DE DERECHO Y CRIMINOLOGIA,1387.5618,0.0,630.0061,2145.1176,True
ESCUELA PREPARATORIA # 4,FACULTAD DE SALUD PUBLICA Y NUTRICION,1094.5566,0.0001,246.8454,1942.2678,True
ESCUELA PREPARATORIA # 4,FACULTAD DE TRABAJO SOCIAL Y DESARROLLO HUMANO,3880.8695,0.0,2989.3332,4772.4057,True
ESCUELA PREPARATORIA # 4,GIMNASIO DE AREA MEDICA,-2354.8588,0.0,-3856.6581,-853.0594,True
ESCUELA PREPARATORIA # 4,HOSPITAL UNIVERSITARIO,-3061.7565,0.0,-3757.8883,-2365.6248,True
ESCUELA PREPARATORIA # 4,IMAGEN INSTITUCIONAL,451.9333,1.0,-1601.6317,2505.4984,False
ESCUELA PREPARATORIA # 4,IMPRENTA UNIVERSITARIA,-3458.6697,0.0,-5078.3783,-1838.961,True
ESCUELA PREPARATORIA # 4,INST. DE INVESTIGACIONES SOCIALES,8172.6191,0.0,6861.3759,9483.8622,True
ESCUELA PREPARATORIA # 4,JUNTA DE GOBIERNO,-3261.0136,0.1325,-6729.4479,207.4206,False
ESCUELA PREPARATORIA # 4,LIBRERIA UNIVERSITARIA,-2659.093,0.0,-3717.2631,-1600.923,True
ESCUELA PREPARATORIA # 4,OFICINA DE LA ABOGACÍA GENERAL,3693.2812,0.0,2531.8936,4854.6688,True
ESCUELA PREPARATORIA # 4,ORQUESTA SINFONICA,-815.8157,0.697,-1853.8519,222.2205,False
ESCUELA PREPARATORIA # 4,POLIDEPORTIVO TIGRES ESCOBEDO,-665.385,1.0,-2274.7496,943.9796,False
ESCUELA PREPARATORIA # 4,POLIDEPORTIVO TIGRES ´ESCOBEDO´,944.1167,1.0,-1191.9926,3080.2259,False
ESCUELA PREPARATORIA # 4,RECTORIA,13360.9421,0.0,11849.9704,14871.9139,True
ESCUELA PREPARATORIA # 4,SECRETARIA ACADEMICA,169.9602,1.0,-900.3022,1240.2225,False
ESCUELA PREPARATORIA # 4,SECRETARIA DE DESARROLLO AGROPECUARIO,5379.3966,0.0,2922.977,7835.8162,True
ESCUELA PREPARATORIA # 4,SECRETARIA DE EXT.Y CULTURA,11.6479,1.0,-1075.3536,1098.6494,False
ESCUELA PREPARATORIA # 4,SECRETARIA DE RELACIONES INTERNACIONALES,2148.3163,0.0899,-77.5448,4374.1773,False
ESCUELA PREPARATORIA # 4,SECRETARIA DE SUSTENTABILIDAD,9124.1676,0.0,7685.7292,10562.606,True
ESCUELA PREPARATORIA # 4,SECRETARIA GENERAL,4951.1517,0.0,3699.8805,6202.4229,True
ESCUELA PREPARATORIA # 4,SECRETARÍA DE IGUALDAD E INCLUSIÓN,87.2631,1.0,-8211.6267,8386.153,False
ESCUELA PREPARATORIA # 4,SECRETARÍA DE INNOVACIÓN Y DESARROLLO DIGITAL,5106.8912,0.0,2910.6254,7303.1569,True
ESCUELA PREPARATORIA # 4,SRIA. DE INVESTIGACIÓN CIENTÍFICA Y DESARROLLO TECNOLÓGICO,4945.6932,0.0,2662.3339,7229.0526,True
ESCUELA PREPARATORIA # 4,TEATRO UNIVERSITARIO,-1819.8629,0.0001,-3218.936,-420.7898,True
ESCUELA PREPARATORIA # 4,TESORERIA GENERAL,3531.3537,0.0,2510.054,4552.6534,True
ESCUELA PREPARATORIA # 4,UNIDAD DE TRANSPARENCIA,3242.3112,0.0,909.1213,5575.5011,True
ESCUELA PREPARATORIA # 4,WORLD TRADE CENTER MONTEREY-UANL,3018.0005,0.964,-1355.1312,7391.1321,False
ESCUELA PREPARATORIA # 4,´CAPILLA ALFONSINA´ BIBLIOTECA UNIVERSITARIA,1001.5307,0.9998,-713.528,2716.5894,False
ESCUELA PREPARATORIA # 5,ESCUELA PREPARATORIA # 6,-1330.3015,0.265,-2825.6026,164.9996,False
ESCUELA PREPARATORIA # 5,ESCUELA PREPARATORIA # 7,-907.9772,0.7935,-2100.2127,284.2584,False
ESCUELA PREPARATORIA # 5,ESCUELA PREPARATORIA # 8,492.6931,1.0,-753.7364,1739.1226,False
ESCUELA PREPARATORIA # 5,ESCUELA PREPARATORIA # 9,1231.5758,0.0396,15.9718,2447.1798,True
ESCUELA PREPARATORIA # 5,ESCUELA PREPARATORIA #10,-1524.8326,0.2067,-3202.4831,152.8179,False
ESCUELA PREPARATORIA # 5,ESCUELA PREPARATORIA #11,-3384.6534,0.0,-5142.5147,-1626.7921,True
ESCUELA PREPARATORIA # 5,ESCUELA PREPARATORIA #12,-623.0253,1.0,-2011.3774,765.3268,False
ESCUELA PREPARATORIA # 5,ESCUELA PREPARATORIA #13,-466.7071,1.0,-1936.3811,1002.9668,False
ESCUELA PREPARATORIA # 5,ESCUELA PREPARATORIA #14,239.174,1.0,-1412.185,1890.5331,False
ESCUELA PREPARATORIA # 5,ESCUELA PREPARATORIA #15,3374.458,0.0,2163.4515,4585.4644,True
ESCUELA PREPARATORIA # 5,ESCUELA PREPARATORIA #16,-442.2506,1.0,-1697.9214,813.4201,False
ESCUELA PREPARATORIA # 5,ESCUELA PREPARATORIA #17,1782.0074,0.0003,337.3824,3226.6324,True
ESCUELA PREPARATORIA # 5,ESCUELA PREPARATORIA #18,832.751,0.9997,-574.2384,2239.7405,False
ESCUELA PREPARATORIA # 5,ESCUELA PREPARATORIA #19,-1114.8009,0.7192,-2542.885,313.2833,False
ESCUELA PREPARATORIA # 5,ESCUELA PREPARATORIA #20,1276.798,0.2093,-129.4088,2683.0047,False
ESCUELA PREPARATORIA # 5,ESCUELA PREPARATORIA #21,-853.8518,1.0,-2459.6262,751.9225,False
ESCUELA PREPARATORIA # 5,ESCUELA PREPARATORIA #22,-17.426,1.0,-1216.9653,1182.1132,False
ESCUELA PREPARATORIA # 5,ESCUELA PREPARATORIA #23,1691.5916,0.0,401.8385,2981.3448,True
ESCUELA PREPARATORIA # 5,ESCUELA PREPARATORIA #24,257.8003,1.0,-1575.75,2091.3505,False
ESCUELA PREPARATORIA # 5,ESCUELA PREPARATORIA #25,811.8689,0.9951,-456.5557,2080.2935,False
ESCUELA PREPARATORIA # 5,ESCUELA Y PREPARATORIA TECNICA MEDICA,-870.1521,0.9169,-2080.2341,339.9299,False
ESCUELA PREPARATORIA # 5,FAC. DE AGRONOMIA,2434.5961,0.0,1189.3149,3679.8772,True
ESCUELA PREPARATORIA # 5,FAC. DE ARQUITECTURA,-743.8433,0.9954,-1908.4953,420.8087,False
ESCUELA PREPARATORIA # 5,FAC. DE ARTES ESCENICAS,-1223.1704,0.3076,-2617.4206,171.0798,False
ESCUELA PREPARATORIA # 5,FAC. DE ARTES VISUALES,-1137.8175,0.2245,-2398.3327,122.6976,False
ESCUELA PREPARATORIA # 5,FAC. DE CIENCIAS BIOLOGICAS,3855.2595,0.0,2687.4673,5023.0517,True
ESCUELA PREPARATORIA # 5,FAC. DE CIENCIAS DE LA COMUNICACION,757.6009,0.9978,-456.8297,1972.0316,False
ESCUELA PREPARATORIA # 5,FAC. DE CIENCIAS DE LA TIERRA,5749.6844,0.0,4402.2239,7097.145,True
ESCUELA PREPARATORIA # 5,FAC. DE CIENCIAS FISICO-MATEMATICAS,2869.4445,0.0,1683.4912,4055.3978,True
ESCUELA PREPARATORIA # 5,FAC. DE CIENCIAS FORESTALES,2282.5281,0.0,998.1707,3566.8855,True
ESCUELA PREPARATORIA # 5,FAC. DE CIENCIAS QUIMICAS,1878.2859,0.0,711.2702,3045.3015,True
ESCUELA PREPARATORIA # 5,FAC. DE CONTADURIA PUBLICA Y ADMON.,232.2672,1.0,-926.0194,1390.5538,False
